noisy_log,clean_log,model,precision_noisy,recall_noisy,precision_clean,recall_clean,simplicity
C:\projects\python\Anda\resources\logs\BPIC2012_2000_MIXED_0.4_2.xes,C:\projects\python\Anda\resources\logs\BPIC2012_2000.xes,C:\projects\python\Anda\resources\models\BPIC2012_2000_MIXED_0.4_2_inductive.pnml,0.09206935193524912,0.9971477818551078,0.08044116884047403,0.9971473948328333,183
C:\projects\python\Anda\resources\logs\Sepsis_4000_INSERTION_0.1_3.xes,C:\projects\python\Anda\resources\logs\Sepsis_4000.xes,C:\projects\python\Anda\resources\models\Sepsis_4000_INSERTION_0.1_3_alpha.pnml,0.4048749924207208,0.23509799977537293,0.4048749924207208,0.23507740260784954,26
C:\projects\python\Anda\resources\logs\Sepsis_4000_INSERTION_0.1_3.xes,C:\projects\python\Anda\resources\logs\Sepsis_4000.xes,C:\projects\python\Anda\resources\models\Sepsis_4000_INSERTION_0.1_3_heuristics.pnml,0.7719369045321356,0.8841848631538953,0.7719369045321356,0.8841885839412926,120
C:\projects\python\Anda\resources\logs\Sepsis_4000_INSERTION_0.1_3.xes,C:\projects\python\Anda\resources\logs\Sepsis_4000.xes,C:\projects\python\Anda\resources\models\Sepsis_4000_INSERTION_0.1_3_inductive.pnml,0.19395202846657256,0.9999962341599352,0.1903019449693073,1.0,108
C:\projects\python\Anda\resources\logs\Sepsis_1000_ABSENCE_0.2_5.xes,C:\projects\python\Anda\resources\logs\Sepsis_1000.xes,C:\projects\python\Anda\resources\models\Sepsis_1000_ABSENCE_0.2_5_alpha.pnml,0.39663429559664765,0.24619313179365265,0.39663429559664765,0.24621349176045626,23
C:\projects\python\Anda\resources\logs\Sepsis_1000_ABSENCE_0.2_5.xes,C:\projects\python\Anda\resources\logs\Sepsis_1000.xes,C:\projects\python\Anda\resources\models\Sepsis_1000_ABSENCE_0.2_5_heuristics.pnml,0.7065436043071827,0.9058840543157562,0.7065436043071827,0.9058620901888595,98
C:\projects\python\Anda\resources\logs\Sepsis_1000_ABSENCE_0.2_5.xes,C:\projects\python\Anda\resources\logs\Sepsis_1000.xes,C:\projects\python\Anda\resources\models\Sepsis_1000_ABSENCE_0.2_5_inductive.pnml,0.24638871904616322,1.0,0.24636545992931513,1.0,91
C:\projects\python\Anda\resources\logs\BPIC2012_20000_ORDERING_0.4_2.xes,C:\projects\python\Anda\resources\logs\BPIC2012_20000.xes,C:\projects\python\Anda\resources\models\BPIC2012_20000_ORDERING_0.4_2_alpha.pnml,0.1818498087706294,0.2865519366115543,0.045454545454545414,0.2865519366115543,38
C:\projects\python\Anda\resources\logs\BPIC2012_20000_ORDERING_0.4_2.xes,C:\projects\python\Anda\resources\logs\BPIC2012_20000.xes,C:\projects\python\Anda\resources\models\BPIC2012_20000_ORDERING_0.4_2_heuristics.pnml,0.3438671683071479,0.9804402658336191,0.29469628597662134,0.9805215755480523,141
C:\projects\python\Anda\resources\logs\BPIC2012_20000_ORDERING_0.4_2.xes,C:\projects\python\Anda\resources\logs\BPIC2012_20000.xes,C:\projects\python\Anda\resources\models\BPIC2012_20000_ORDERING_0.4_2_inductive.pnml,0.12958043458073276,0.9840050080741229,0.09838419239725682,0.9840070031179442,157
C:\projects\python\Anda\resources\logs\BPIC2012_20000_INSERTION_1.0_5.xes,C:\projects\python\Anda\resources\logs\BPIC2012_20000.xes,C:\projects\python\Anda\resources\models\BPIC2012_20000_INSERTION_1.0_5_alpha.pnml,0.0689723831847151,0.26955528928090466,0.01778947998399072,0.26957384621075536,127
C:\projects\python\Anda\resources\logs\BPIC2012_20000_INSERTION_1.0_5.xes,C:\projects\python\Anda\resources\logs\BPIC2012_20000.xes,C:\projects\python\Anda\resources\models\BPIC2012_20000_INSERTION_1.0_5_heuristics.pnml,0.2710911003533407,0.97406737655116,0.13417507333254453,0.9741517938837907,251
C:\projects\python\Anda\resources\logs\BPIC2012_20000_INSERTION_1.0_5.xes,C:\projects\python\Anda\resources\logs\BPIC2012_20000.xes,C:\projects\python\Anda\resources\models\BPIC2012_20000_INSERTION_1.0_5_inductive.pnml,0.08502595207655328,1.0,0.041441211775189,1.0,356
C:\projects\python\Anda\resources\logs\Sepsis_4000_SUBSTITUTION_0.4_5.xes,C:\projects\python\Anda\resources\logs\Sepsis_4000.xes,C:\projects\python\Anda\resources\models\Sepsis_4000_SUBSTITUTION_0.4_5_alpha.pnml,0.31741920553968295,0.20324782831833088,0.248052699514844,0.20319410598139065,28
C:\projects\python\Anda\resources\logs\Sepsis_4000_SUBSTITUTION_0.4_5.xes,C:\projects\python\Anda\resources\logs\Sepsis_4000.xes,C:\projects\python\Anda\resources\models\Sepsis_4000_SUBSTITUTION_0.4_5_heuristics.pnml,0.8050570510690152,0.8842028482677062,0.6091465440850687,0.8841885839412926,123
C:\projects\python\Anda\resources\logs\Sepsis_4000_SUBSTITUTION_0.4_5.xes,C:\projects\python\Anda\resources\logs\Sepsis_4000.xes,C:\projects\python\Anda\resources\models\Sepsis_4000_SUBSTITUTION_0.4_5_inductive.pnml,0.18708760447179462,1.0,0.17018639372740507,1.0,106
C:\projects\python\Anda\resources\logs\BPIC2012_1000_MIXED_10.0_4.xes,C:\projects\python\Anda\resources\logs\BPIC2012_1000.xes,C:\projects\python\Anda\resources\models\BPIC2012_1000_MIXED_10.0_4_alpha.pnml,0.13946367973872886,0.28624194816784176,0.012820512820512775,0.28568238421319897,60
C:\projects\python\Anda\resources\logs\BPIC2012_1000_MIXED_10.0_4.xes,C:\projects\python\Anda\resources\logs\BPIC2012_1000.xes,C:\projects\python\Anda\resources\models\BPIC2012_1000_MIXED_10.0_4_heuristics.pnml,0.30453306803927505,0.9783738341181194,0.18906542655091618,0.9792464250529336,156
C:\projects\python\Anda\resources\logs\BPIC2012_1000_MIXED_10.0_4.xes,C:\projects\python\Anda\resources\logs\BPIC2012_1000.xes,C:\projects\python\Anda\resources\models\BPIC2012_1000_MIXED_10.0_4_inductive.pnml,0.10693878936659118,0.9934907097309393,0.06238022738004734,0.9934323531818445,240
C:\projects\python\Anda\resources\logs\BPIC2012_20000_INSERTION_1.0_2.xes,C:\projects\python\Anda\resources\logs\BPIC2012_20000.xes,C:\projects\python\Anda\resources\models\BPIC2012_20000_INSERTION_1.0_2_alpha.pnml,0.19253899390962181,0.17309792767957488,0.00520833333333337,0.1731256137496765,125
C:\projects\python\Anda\resources\logs\BPIC2012_20000_INSERTION_1.0_2.xes,C:\projects\python\Anda\resources\logs\BPIC2012_20000.xes,C:\projects\python\Anda\resources\models\BPIC2012_20000_INSERTION_1.0_2_heuristics.pnml,0.32467903636273165,0.9745739103113333,0.1277637176166353,0.9746608971263193,244
C:\projects\python\Anda\resources\logs\BPIC2012_20000_INSERTION_1.0_2.xes,C:\projects\python\Anda\resources\logs\BPIC2012_20000.xes,C:\projects\python\Anda\resources\models\BPIC2012_20000_INSERTION_1.0_2_inductive.pnml,0.08125997799766593,0.9999984766541768,0.035891093590205814,1.0,295
C:\projects\python\Anda\resources\logs\Sepsis_40000_MIXED_4.0_5.xes,C:\projects\python\Anda\resources\logs\Sepsis_40000.xes,C:\projects\python\Anda\resources\models\Sepsis_40000_MIXED_4.0_5_alpha.pnml,0.11413170970316067,0.12961710234024565,0.0078125,0.12953707635847955,416
C:\projects\python\Anda\resources\logs\Sepsis_40000_MIXED_4.0_5.xes,C:\projects\python\Anda\resources\logs\Sepsis_40000.xes,C:\projects\python\Anda\resources\models\Sepsis_40000_MIXED_4.0_5_heuristics.pnml,0.5659269845332255,0.9019332458337324,0.05179569778745596,0.9022490280801718,543
C:\projects\python\Anda\resources\logs\Sepsis_40000_MIXED_4.0_5.xes,C:\projects\python\Anda\resources\logs\Sepsis_40000.xes,C:\projects\python\Anda\resources\models\Sepsis_40000_MIXED_4.0_5_inductive.pnml,0.056638981433052904,1.0,0.011805887160711848,1.0,611
C:\projects\python\Anda\resources\logs\Sepsis_100000_INSERTION_2.0_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_100000.xes,C:\projects\python\Anda\resources\models\Sepsis_100000_INSERTION_2.0_4_alpha.pnml,0.0998384065578628,0.13726417841052446,0.0032948929159802853,0.13736520497065785,967
C:\projects\python\Anda\resources\logs\Sepsis_100000_INSERTION_2.0_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_100000.xes,C:\projects\python\Anda\resources\models\Sepsis_100000_INSERTION_2.0_4_heuristics.pnml,0.5453081690905226,0.9019622675195599,0.02317172384635713,0.902075383601164,1127
C:\projects\python\Anda\resources\logs\Sepsis_100000_INSERTION_2.0_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_100000.xes,C:\projects\python\Anda\resources\models\Sepsis_100000_INSERTION_2.0_4_inductive.pnml,0.04943828391384941,1.0,0.005743224414128445,1.0,1188
C:\projects\python\Anda\resources\logs\BPIC2012_4000_MIXED_4.0_5.xes,C:\projects\python\Anda\resources\logs\BPIC2012_4000.xes,C:\projects\python\Anda\resources\models\BPIC2012_4000_MIXED_4.0_5_alpha.pnml,0.24027787334571893,0.205984375316546,0.011494252873563204,0.20574028511297915,79
C:\projects\python\Anda\resources\logs\BPIC2012_4000_MIXED_4.0_5.xes,C:\projects\python\Anda\resources\logs\BPIC2012_4000.xes,C:\projects\python\Anda\resources\models\BPIC2012_4000_MIXED_4.0_5_heuristics.pnml,0.3476012392582273,0.9717928895276273,0.17745811144304457,0.9722282825645928,194
C:\projects\python\Anda\resources\logs\BPIC2012_4000_MIXED_4.0_5.xes,C:\projects\python\Anda\resources\logs\BPIC2012_4000.xes,C:\projects\python\Anda\resources\models\BPIC2012_4000_MIXED_4.0_5_inductive.pnml,0.08729983817409637,1.0,0.042066033025355276,1.0,304
C:\projects\python\Anda\resources\logs\BPIC2012_2000_SUBSTITUTION_4.0_2.xes,C:\projects\python\Anda\resources\logs\BPIC2012_2000.xes,C:\projects\python\Anda\resources\models\BPIC2012_2000_SUBSTITUTION_4.0_2_alpha.pnml,0.2381338961952698,0.4483760865211276,0.0,0.4481959198570023,79
C:\projects\python\Anda\resources\logs\BPIC2012_2000_SUBSTITUTION_4.0_2.xes,C:\projects\python\Anda\resources\logs\BPIC2012_2000.xes,C:\projects\python\Anda\resources\models\BPIC2012_2000_SUBSTITUTION_4.0_2_heuristics.pnml,0.3329717168666344,0.9798884677911297,0.18174254057791017,0.9803591012171688,161
C:\projects\python\Anda\resources\logs\BPIC2012_2000_SUBSTITUTION_4.0_2.xes,C:\projects\python\Anda\resources\logs\BPIC2012_2000.xes,C:\projects\python\Anda\resources\models\BPIC2012_2000_SUBSTITUTION_4.0_2_inductive.pnml,0.09061499259550032,1.0,0.04524983799272819,1.0,313
C:\projects\python\Anda\resources\logs\BPIC2012_20000_MIXED_10.0_1.xes,C:\projects\python\Anda\resources\logs\BPIC2012_20000.xes,C:\projects\python\Anda\resources\models\BPIC2012_20000_MIXED_10.0_1_alpha.pnml,0.1365078850968242,0.1035197269185083,0.0010845986984815426,0.10339440937025318,507
C:\projects\python\Anda\resources\logs\BPIC2012_20000_MIXED_10.0_1.xes,C:\projects\python\Anda\resources\logs\BPIC2012_20000.xes,C:\projects\python\Anda\resources\models\BPIC2012_20000_MIXED_10.0_1_heuristics.pnml,0.30391409321418283,0.9748377308258784,0.036456424713659175,0.9759197260651636,695
C:\projects\python\Anda\resources\logs\BPIC2012_20000_MIXED_10.0_1.xes,C:\projects\python\Anda\resources\logs\BPIC2012_20000.xes,C:\projects\python\Anda\resources\models\BPIC2012_20000_MIXED_10.0_1_inductive.pnml,0.0690683733630254,1.0,0.008763387372981657,1.0,840
C:\projects\python\Anda\resources\logs\RTFMS_10000_ABSENCE_0.4_2.xes,C:\projects\python\Anda\resources\logs\RTFMS_10000.xes,C:\projects\python\Anda\resources\models\RTFMS_10000_ABSENCE_0.4_2_alpha.pnml,1.0,0.48625594742145184,0.5,0.486268483258225,32
C:\projects\python\Anda\resources\logs\RTFMS_10000_ABSENCE_0.4_2.xes,C:\projects\python\Anda\resources\logs\RTFMS_10000.xes,C:\projects\python\Anda\resources\models\RTFMS_10000_ABSENCE_0.4_2_heuristics.pnml,0.9991494094938986,0.9335664511634005,0.6724028043339707,0.9335785712836434,67
C:\projects\python\Anda\resources\logs\RTFMS_10000_ABSENCE_0.4_2.xes,C:\projects\python\Anda\resources\logs\RTFMS_10000.xes,C:\projects\python\Anda\resources\models\RTFMS_10000_ABSENCE_0.4_2_inductive.pnml,0.3938502743323712,1.0,0.30171701691040864,1.0,49
C:\projects\python\Anda\resources\logs\BPIC2012_20000_MIXED_2.0_3.xes,C:\projects\python\Anda\resources\logs\BPIC2012_20000.xes,C:\projects\python\Anda\resources\models\BPIC2012_20000_MIXED_2.0_3_alpha.pnml,0.23442173195877258,0.12360404273762304,0.0046948356807511304,0.12355110700830485,139
C:\projects\python\Anda\resources\logs\BPIC2012_20000_MIXED_2.0_3.xes,C:\projects\python\Anda\resources\logs\BPIC2012_20000.xes,C:\projects\python\Anda\resources\models\BPIC2012_20000_MIXED_2.0_3_heuristics.pnml,0.35122153943297696,0.9748223146714929,0.11013686460055239,0.9749926019429415,287
C:\projects\python\Anda\resources\logs\BPIC2012_20000_MIXED_2.0_3.xes,C:\projects\python\Anda\resources\logs\BPIC2012_20000.xes,C:\projects\python\Anda\resources\models\BPIC2012_20000_MIXED_2.0_3_inductive.pnml,0.12259484392399844,1.0,0.03735650305683613,1.0,314
C:\projects\python\Anda\resources\logs\RTFMS_100000_ABSENCE_4.0_2.xes,C:\projects\python\Anda\resources\logs\RTFMS_100000.xes,C:\projects\python\Anda\resources\models\RTFMS_100000_ABSENCE_4.0_2_alpha.pnml,0.4295463107164662,0.63990047621803,0.28571142874284683,0.6406660275832177,26
C:\projects\python\Anda\resources\logs\RTFMS_100000_ABSENCE_4.0_2.xes,C:\projects\python\Anda\resources\logs\RTFMS_100000.xes,C:\projects\python\Anda\resources\models\RTFMS_100000_ABSENCE_4.0_2_heuristics.pnml,0.9985538661819611,0.931990476455244,0.695090706290327,0.9318682199077246,74
C:\projects\python\Anda\resources\logs\RTFMS_100000_ABSENCE_4.0_2.xes,C:\projects\python\Anda\resources\logs\RTFMS_100000.xes,C:\projects\python\Anda\resources\models\RTFMS_100000_ABSENCE_4.0_2_inductive.pnml,0.5258522726445586,1.0,0.3971306630494067,1.0,65
C:\projects\python\Anda\resources\logs\Sepsis_20000_INSERTION_2.0_5.xes,C:\projects\python\Anda\resources\logs\Sepsis_20000.xes,C:\projects\python\Anda\resources\models\Sepsis_20000_INSERTION_2.0_5_alpha.pnml,0.1321001719979512,0.14047351754862764,0.0170154090742326,0.1405594937074191,229
C:\projects\python\Anda\resources\logs\Sepsis_20000_INSERTION_2.0_5.xes,C:\projects\python\Anda\resources\logs\Sepsis_20000.xes,C:\projects\python\Anda\resources\models\Sepsis_20000_INSERTION_2.0_5_heuristics.pnml,0.6382274362258185,0.8984072421847478,0.0929182788807894,0.8984837261629537,348
C:\projects\python\Anda\resources\logs\Sepsis_20000_INSERTION_2.0_5.xes,C:\projects\python\Anda\resources\logs\Sepsis_20000.xes,C:\projects\python\Anda\resources\models\Sepsis_20000_INSERTION_2.0_5_inductive.pnml,0.07000553910693852,1.0,0.02328075094692783,1.0,391
C:\projects\python\Anda\resources\logs\BPIC2012_40000_MIXED_0.4_4.xes,C:\projects\python\Anda\resources\logs\BPIC2012_40000.xes,C:\projects\python\Anda\resources\models\BPIC2012_40000_MIXED_0.4_4_alpha.pnml,0.13180102831152563,0.30796282013181353,0.01098901098901095,0.30796726721015605,78
C:\projects\python\Anda\resources\logs\BPIC2012_40000_MIXED_0.4_4.xes,C:\projects\python\Anda\resources\logs\BPIC2012_40000.xes,C:\projects\python\Anda\resources\models\BPIC2012_40000_MIXED_0.4_4_heuristics.pnml,0.3184098079096651,0.9805874235811854,0.19146789046828605,0.9806274067038017,176
C:\projects\python\Anda\resources\logs\BPIC2012_40000_MIXED_0.4_4.xes,C:\projects\python\Anda\resources\logs\BPIC2012_40000.xes,C:\projects\python\Anda\resources\models\BPIC2012_40000_MIXED_0.4_4_inductive.pnml,0.11693109951905833,0.9883199327766783,0.05836603437569088,0.9883138156059562,263
C:\projects\python\Anda\resources\logs\RTFMS_100000_MIXED_10.0_3.xes,C:\projects\python\Anda\resources\logs\RTFMS_100000.xes,C:\projects\python\Anda\resources\models\RTFMS_100000_MIXED_10.0_3_alpha.pnml,0.3278636453616425,0.423587997683401,0.0002557544757033625,0.42221082253001396,2301
C:\projects\python\Anda\resources\logs\RTFMS_100000_MIXED_10.0_3.xes,C:\projects\python\Anda\resources\logs\RTFMS_100000.xes,C:\projects\python\Anda\resources\models\RTFMS_100000_MIXED_10.0_3_heuristics.pnml,0.9867233153657035,0.9414562234860686,0.003269734529887769,0.9453401195286409,2509
C:\projects\python\Anda\resources\logs\RTFMS_100000_MIXED_10.0_3.xes,C:\projects\python\Anda\resources\logs\RTFMS_100000.xes,C:\projects\python\Anda\resources\models\RTFMS_100000_MIXED_10.0_3_inductive.pnml,0.3249958150838097,1.0,0.0029026852789219015,1.0,2467
C:\projects\python\Anda\resources\logs\Sepsis_10000_INSERTION_0.1_3.xes,C:\projects\python\Anda\resources\logs\Sepsis_10000.xes,C:\projects\python\Anda\resources\models\Sepsis_10000_INSERTION_0.1_3_alpha.pnml,0.2985519115512043,0.24985082719238166,0.2985519115512043,0.24983224351057565,34
C:\projects\python\Anda\resources\logs\Sepsis_10000_INSERTION_0.1_3.xes,C:\projects\python\Anda\resources\logs\Sepsis_10000.xes,C:\projects\python\Anda\resources\models\Sepsis_10000_INSERTION_0.1_3_heuristics.pnml,0.7197713045570178,0.8963202441964284,0.6200381845449845,0.896315569863174,125
C:\projects\python\Anda\resources\logs\Sepsis_10000_INSERTION_0.1_3.xes,C:\projects\python\Anda\resources\logs\Sepsis_10000.xes,C:\projects\python\Anda\resources\models\Sepsis_10000_INSERTION_0.1_3_inductive.pnml,0.1564336785787327,1.0,0.1499562875556978,1.0,94
C:\projects\python\Anda\resources\logs\Sepsis_2000_ABSENCE_0.2_3.xes,C:\projects\python\Anda\resources\logs\Sepsis_2000.xes,C:\projects\python\Anda\resources\models\Sepsis_2000_ABSENCE_0.2_3_alpha.pnml,0.4427184466019417,0.24267608843604643,0.44283570230422886,0.24270137184684742,22
C:\projects\python\Anda\resources\logs\Sepsis_2000_ABSENCE_0.2_3.xes,C:\projects\python\Anda\resources\logs\Sepsis_2000.xes,C:\projects\python\Anda\resources\models\Sepsis_2000_ABSENCE_0.2_3_heuristics.pnml,0.7193087364707289,0.9104917500820078,0.719093057341988,0.9105154577967483,111
C:\projects\python\Anda\resources\logs\Sepsis_2000_ABSENCE_0.2_3.xes,C:\projects\python\Anda\resources\logs\Sepsis_2000.xes,C:\projects\python\Anda\resources\models\Sepsis_2000_ABSENCE_0.2_3_inductive.pnml,0.2464395360736824,1.0,0.24643154070342888,1.0,95
C:\projects\python\Anda\resources\logs\Sepsis_100000_ABSENCE_4.0_5.xes,C:\projects\python\Anda\resources\logs\Sepsis_100000.xes,C:\projects\python\Anda\resources\models\Sepsis_100000_ABSENCE_4.0_5_alpha.pnml,0.5306658529790254,0.2714098158221459,0.44380733436000763,0.2717859225325969,23
C:\projects\python\Anda\resources\logs\Sepsis_100000_ABSENCE_4.0_5.xes,C:\projects\python\Anda\resources\logs\Sepsis_100000.xes,C:\projects\python\Anda\resources\models\Sepsis_100000_ABSENCE_4.0_5_heuristics.pnml,0.8470272945307457,0.8860463162880439,0.6859264811570768,0.8862109908061031,114
C:\projects\python\Anda\resources\logs\Sepsis_100000_ABSENCE_4.0_5.xes,C:\projects\python\Anda\resources\logs\Sepsis_100000.xes,C:\projects\python\Anda\resources\models\Sepsis_100000_ABSENCE_4.0_5_inductive.pnml,0.3072940769408645,1.0,0.24452357380947543,1.0,96
C:\projects\python\Anda\resources\logs\Sepsis_2000_ABSENCE_0.1_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_2000.xes,C:\projects\python\Anda\resources\models\Sepsis_2000_ABSENCE_0.1_4_alpha.pnml,0.4427184466019417,0.24271939948838783,0.44283570230422886,0.24270137184684742,22
C:\projects\python\Anda\resources\logs\Sepsis_2000_ABSENCE_0.1_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_2000.xes,C:\projects\python\Anda\resources\models\Sepsis_2000_ABSENCE_0.1_4_heuristics.pnml,0.7203723594701038,0.9117116458418703,0.7204140085926312,0.9117147200693043,111
C:\projects\python\Anda\resources\logs\Sepsis_2000_ABSENCE_0.1_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_2000.xes,C:\projects\python\Anda\resources\models\Sepsis_2000_ABSENCE_0.1_4_inductive.pnml,0.28033450943376514,1.0,0.28036195060447,1.0,89
C:\projects\python\Anda\resources\logs\BPIC2012_10000_ABSENCE_0.1_2.xes,C:\projects\python\Anda\resources\logs\BPIC2012_10000.xes,C:\projects\python\Anda\resources\models\BPIC2012_10000_ABSENCE_0.1_2_alpha.pnml,0.032262747818231685,0.5118124665085184,0.032258064516129004,0.511810021969163,34
C:\projects\python\Anda\resources\logs\BPIC2012_10000_ABSENCE_0.1_2.xes,C:\projects\python\Anda\resources\logs\BPIC2012_10000.xes,C:\projects\python\Anda\resources\models\BPIC2012_10000_ABSENCE_0.1_2_heuristics.pnml,0.27579747120809495,0.9793167926270724,0.2643537872734155,0.9793175924812414,120
C:\projects\python\Anda\resources\logs\BPIC2012_10000_ABSENCE_0.1_2.xes,C:\projects\python\Anda\resources\logs\BPIC2012_10000.xes,C:\projects\python\Anda\resources\models\BPIC2012_10000_ABSENCE_0.1_2_inductive.pnml,0.13352187380802627,0.9683962257189103,0.12586323286191647,0.9683981905223038,139
C:\projects\python\Anda\resources\logs\RTFMS_10000_ABSENCE_4.0_4.xes,C:\projects\python\Anda\resources\logs\RTFMS_10000.xes,C:\projects\python\Anda\resources\models\RTFMS_10000_ABSENCE_4.0_4_alpha.pnml,1.0,0.5272044459747032,0.5,0.528090970361576,33
C:\projects\python\Anda\resources\logs\RTFMS_10000_ABSENCE_4.0_4.xes,C:\projects\python\Anda\resources\logs\RTFMS_10000.xes,C:\projects\python\Anda\resources\models\RTFMS_10000_ABSENCE_4.0_4_heuristics.pnml,0.9992583069620253,0.9334700031646452,0.6725365917407213,0.9337290024675067,67
C:\projects\python\Anda\resources\logs\RTFMS_10000_ABSENCE_4.0_4.xes,C:\projects\python\Anda\resources\logs\RTFMS_10000.xes,C:\projects\python\Anda\resources\models\RTFMS_10000_ABSENCE_4.0_4_inductive.pnml,0.4185815156049033,1.0,0.30171701691040864,1.0,41
C:\projects\python\Anda\resources\logs\BPIC2012_20000_ORDERING_0.1_5.xes,C:\projects\python\Anda\resources\logs\BPIC2012_20000.xes,C:\projects\python\Anda\resources\models\BPIC2012_20000_ORDERING_0.1_5_alpha.pnml,0.16665305585045653,0.37677222449076353,0.033333333333333326,0.3767686480033031,34
C:\projects\python\Anda\resources\logs\BPIC2012_20000_ORDERING_0.1_5.xes,C:\projects\python\Anda\resources\logs\BPIC2012_20000.xes,C:\projects\python\Anda\resources\models\BPIC2012_20000_ORDERING_0.1_5_heuristics.pnml,0.29546736529636297,0.979384605339217,0.26389590103461846,0.9793998198331716,125
C:\projects\python\Anda\resources\logs\BPIC2012_20000_ORDERING_0.1_5.xes,C:\projects\python\Anda\resources\logs\BPIC2012_20000.xes,C:\projects\python\Anda\resources\models\BPIC2012_20000_ORDERING_0.1_5_inductive.pnml,0.13413266673101754,0.9770176870762266,0.10167642568803859,0.977016197303922,146
C:\projects\python\Anda\resources\logs\RTFMS_2000_INSERTION_4.0_2.xes,C:\projects\python\Anda\resources\logs\RTFMS_2000.xes,C:\projects\python\Anda\resources\models\RTFMS_2000_INSERTION_4.0_2_alpha.pnml,0.3403808273145108,0.5843410746659402,0.013157894736842146,0.5878797179161047,59
C:\projects\python\Anda\resources\logs\RTFMS_2000_INSERTION_4.0_2.xes,C:\projects\python\Anda\resources\logs\RTFMS_2000.xes,C:\projects\python\Anda\resources\models\RTFMS_2000_INSERTION_4.0_2_heuristics.pnml,0.968993312552353,0.9451607969747979,0.1125655168628742,0.9466226449364883,122
C:\projects\python\Anda\resources\logs\RTFMS_2000_INSERTION_4.0_2.xes,C:\projects\python\Anda\resources\logs\RTFMS_2000.xes,C:\projects\python\Anda\resources\models\RTFMS_2000_INSERTION_4.0_2_inductive.pnml,0.41080140058226455,1.0,0.08932418711770385,1.0,143
C:\projects\python\Anda\resources\logs\BPIC2012_1000_INSERTION_10.0_5.xes,C:\projects\python\Anda\resources\logs\BPIC2012_1000.xes,C:\projects\python\Anda\resources\models\BPIC2012_1000_INSERTION_10.0_5_alpha.pnml,0.08500626081243379,0.40301616747572283,0.03410700362090513,0.4031958224366446,79
C:\projects\python\Anda\resources\logs\BPIC2012_1000_INSERTION_10.0_5.xes,C:\projects\python\Anda\resources\logs\BPIC2012_1000.xes,C:\projects\python\Anda\resources\models\BPIC2012_1000_INSERTION_10.0_5_heuristics.pnml,0.26704576030997185,0.9848236418319742,0.1578334751370769,0.9856894544017898,177
C:\projects\python\Anda\resources\logs\BPIC2012_1000_INSERTION_10.0_5.xes,C:\projects\python\Anda\resources\logs\BPIC2012_1000.xes,C:\projects\python\Anda\resources\models\BPIC2012_1000_INSERTION_10.0_5_inductive.pnml,0.0852179312475434,1.0,0.04860289084524838,1.0,266
C:\projects\python\Anda\resources\logs\BPIC2012_40000_ORDERING_10.0_4.xes,C:\projects\python\Anda\resources\logs\BPIC2012_40000.xes,C:\projects\python\Anda\resources\models\BPIC2012_40000_ORDERING_10.0_4_alpha.pnml,0.6993810477727211,0.17963753058329385,0.0,0.17964560399874896,49
C:\projects\python\Anda\resources\logs\BPIC2012_40000_ORDERING_10.0_4.xes,C:\projects\python\Anda\resources\logs\BPIC2012_40000.xes,C:\projects\python\Anda\resources\models\BPIC2012_40000_ORDERING_10.0_4_heuristics.pnml,0.5203624586240079,0.9727473503459629,0.28625001087798385,0.9734205428504455,179
C:\projects\python\Anda\resources\logs\BPIC2012_40000_ORDERING_10.0_4.xes,C:\projects\python\Anda\resources\logs\BPIC2012_40000.xes,C:\projects\python\Anda\resources\models\BPIC2012_40000_ORDERING_10.0_4_inductive.pnml,0.2616511285755877,1.0,0.09434725646884612,1.0,110
C:\projects\python\Anda\resources\logs\BPIC2012_1000_ABSENCE_1.0_4.xes,C:\projects\python\Anda\resources\logs\BPIC2012_1000.xes,C:\projects\python\Anda\resources\models\BPIC2012_1000_ABSENCE_1.0_4_alpha.pnml,0.03233629749393696,0.5298004283442227,0.032258064516129004,0.5302114140697038,35
C:\projects\python\Anda\resources\logs\BPIC2012_1000_ABSENCE_1.0_4.xes,C:\projects\python\Anda\resources\logs\BPIC2012_1000.xes,C:\projects\python\Anda\resources\models\BPIC2012_1000_ABSENCE_1.0_4_heuristics.pnml,0.283911251461029,0.9844126170708662,0.27334868252750066,0.9844879521470814,112
C:\projects\python\Anda\resources\logs\BPIC2012_1000_ABSENCE_1.0_4.xes,C:\projects\python\Anda\resources\logs\BPIC2012_1000.xes,C:\projects\python\Anda\resources\models\BPIC2012_1000_ABSENCE_1.0_4_inductive.pnml,0.09253050952086994,0.9929001215853843,0.08565263747354301,0.9929018621242678,140
C:\projects\python\Anda\resources\logs\BPIC2012_20000_ORDERING_2.0_4.xes,C:\projects\python\Anda\resources\logs\BPIC2012_20000.xes,C:\projects\python\Anda\resources\models\BPIC2012_20000_ORDERING_2.0_4_alpha.pnml,0.25021753782654155,0.21464584682200094,0.04166666666666663,0.21464003306498847,39
